Sentiment,Text
0,astagah demen ama cewek dekil mel nagita turun att nagita kaya emas att kaya barlen
0,alah laki laki jaman skrg sm bejat ustad kek kek gila bgt sm perempuan istri stju bgt sm blg ustazah username msuk surga bkan krna poligami msh bnyk hal bs jd akhlak bs masuk surga yaa smoga perempuan perempuan pelakor sna azab gak ampun hidup gk selamat dunia akhirat
0,gilaaaaa pelakor bnget laki2 gatal alas poligami woiii mikir pake otak haduh pikir org pintar tau agama buruk allah uji setia nafsu eh kaya gtu sakit istri sja tutup pintu rejekimu anak istri korban sbg seorg imam keluarga gagal mmpertahankan rmh tangga coreng nama sndiri smua org suka skrg benci m
0,kalo pelakor lbh ancur muka istri sah barang bagus cepat laku pelakor jelek nggak laku ngembat laki orang sama2 gatel cocok wes username
0,lama2 ilfil deh sm ni ertong captionig story ngomongin org mlu org jd ambigu nilai a b c gt kaya zholimi salahinnya lawan jgn ngmg status ah dewasa
0,username pikir manusia bodoh eehhh tanteibuomaempo otak lu picik bngt jga manusi larang dunia orang larang ngungkapin unek2 stupid human
0,heran deh ngatain baperan wajar dese baper udin muak orang munafik sok dese kabar baperan laki orang ga nyadar tuh puja att gotong royong nasehatin att gila muja att mojokin viaa dese manusia les ahh
0,username komen nyinyir mulu duh kyak gak nyinyirin orang parah kalo org sok bener pdhal media sosial hak instagram instagram nyinyir gak pake ig s
0,username pikir manusia bodoh eehhh tanteibuomaempo otak lu picik bngt jga manusi larang dunia orang larang ngungkapin unek2 stupid human
0,username ngatain org nyindir netijen goblog masyako
0,username didik ortunya nagita bagus heran dg balajaer nagita yah rugi sm junjunganny knp benci bodoh bgt asli
0,username pdhl kampung lohpake kerudung mulut cuihh
0,belajaer tuh hahahaha bela artis ampe manusah2 begoh
0,username arti norak kampyuung coba liat artis adem ayem liat isyana liat agnezmo liat liaaat liat coba deh kasih tau artis better eh cocok la
0,username gak sok high class liat komenmu artis beda2 mbak suka curhat ig curhat temen curhat tuhan ngak trus mulut maju otak mikirnya curh
0,username goblok gak netizen kontra sm postingan bakajaer mbamas ih goblok piara lol
0,emg artis ko artis indo ny ngurus prestasi sosmed ny mulu isi jd jatoh kampung
0,username aj kn y kaya agnes mo bnyk harga ny tp g kampung beda am
0,munafik bgt ngomong curhat sosmed kampung elu kitu keleusss wkkwkww mending artis cantik bs nyanyi la elu lbh kampung wkwkwkwkw
0,usernamewawan zzzzz emng artis ga tmn dikit dikit att hahaha curhat sosmed kampung
0,lemes mulut berani ststus tulis sengaja biar ga baca takut labrak mmmm artis kampung wajar
0,username main main jawa timur biar ga begok
0,username ngatain org nyindir netijen goblog masyako
0,username nunjukin karya pny karya karya nyinyir hidup tolol
0,username bilang gw fansnya duh nantangin gw nih org anak tolol ank alay jablay
0,username yutub aplikasi sy tau youtube gak tau seseorg bs dpt hasil besar salah dr youtube loh mreka jg bayar klo bnyk ntn video mreka sekolah bener deh biar pinter generasi muda
0,suka gangerti deh yaa kalo vallen bikin status sangkut pautin ama att mulu att fansnya bikin jelek orang kalo sangkut pautin mulu jg lamalama gerah
0,jujur ni org bagus kaga oplasada tu foto sblm dn oplasdioplas muka anehkyknya gagal oplasnya
0,noraaak abiiis kebel emas az pamer aplg main berlian ciiinnnnn
0,before and after pasca oplas ga ngefek tetep jelek n rem mukanyaahahahhaha
0,salfok muka sumpah jelek oplas model failed
0,norak bener gaet jahat
0,najisapalagi d philipine bgt kalid aj banggajd rusak moral ko bangganajis liatnyackp d aj komen nydia pngn ngetop lwt nitezerrrewkwkwkngarep laku
0,bingung jujur media rebut ngeliput orang kayak cuman net media informasi waras
0,jedun ga becus perempuan hormat ga becus perempuan cerdas ga becus perempuan cari suami sah suami orang ga becus perempuan hindar narkoba ga becus perempuan jaga nama keluarga moga perempuan kayak dunia jedun
0,cewe bgni hrsnya gosong jd abu bakar pabrik lg viral kmrn tu bnr2 slain ga brguna gda otak modal ngangkang trs gebet laki org trs bangga btw klo emg instastory nyindir sesebini tua ehhh at least biar ga becus jd prewi tp becus cuii jd emak bukti anak bejibun trs smua pro emaknya drpd bapak
0,hahahakasian yagak becus peremharus ngerebut laki orang biar perempuan dasar perempuan tak sadar ente
0,dasar artis abal abal enggk laku layar kacaudh enggk duit kere miskinjadi maen k dukun elmu pelet rebut suami org kaya
0,ih becus makrum becus ngrebut suami orang hehe
0,eeee lacur becus jd brempuan becus sampah edeuuuuuh lonte lonte
0,biarinpuas puasin mumpung deseu brasa muda ntar klo dah tua nyaho karma
0,anak perempuan lho contohin jelek anak becus perempuan amit amit
0,kaya becus jd permpuan yng g becus jd perempuan ko suka sm laki orng heheh
0,gk becus tuh loh jedunhidup ngerusak kbhgiaan org hidup serba mewah tp g krja mlh morotin laki orgkarma psti akn mnghampirimu
0,gak suka sm ni orang idupnya ribut
0,dasar artis abal abal enggk laku layar kacaudh enggk duit kere miskinjadi maen k dukun elmu pelet rebut suami org kaya
0,nama ny plagiat plagiat laku tp tetep ajah cipta dri hasil plagiatwkwkwkwk ogah dwngerin ajah udh pngen muntah
0,dasar plagiat ga kreatipmemalukab bgt
0,bego bilang yaaa lirik cinta lagu bener2 tolol ayu gapunya kuping y orang dipermasalahin nada
0,pacar anggel pietrs cowok bocah username yaelah jes terxta laku mu sprti ayuting2 hidup penuh drama murah
0,japok gateeel emanguda main mamadsampe jessica dimusuhindeddy corbuzier jijik japok nagita undang hitam putih arti nagita cerita panggungitu
0,username malu buk ngomong pelakor ibuk pelakor tau ayu pelakor wkwkwkwkwk awas rumah tangga dimasukin pelakor anak pelakor
0,kerdus mulut busukjangan sampah makan
0,username tai loe gedein bagus pupuk jngan bacot loe goblok nih cewek knpa bawa2 suku
0,elo artis papan blenyek lagu artis kga populer sekalu hahaha
0,anang muka kaya babi demenin jijikk
0,ga suka ayu ting ting ga parah ngejudge hati otak manusia enak menjudge orang kaya sempurna lo username
0,ga pantes panggil ustadorg munafik ceramah org laku sndr menzolimi istri sah dgn poligami diam2kacian istri pertamanyaga tw malu istri hadeh klo msh manggil bwt ceramah nama bodo
0,biadab klo anak lo bully mampusin
0,dasar anjing tuh cowok org berani cowok one by one lemah dasar yah cowok2 jaman skrg casing doank cowok nyali lebih2 banci
0,username kasi micin produk micin iklan kalo masak micin biar sedap netizen sudut mecin olah bodoh orang ganggu jiwa ngemil micinjusticeformicin
0,wahh jngn2 vidio lamakok baju norak bngtt orang ayuuterlihat murahaan
0,username bego lo
0,edit ampun mommy lambe habis gosib pelakor
0,yah admin masuk golong konsumsi mecin pil pcc otak lu rusak min
0,org govlok prcya ayu slgkuh sma rafibuktinya rafi sma gigi skrg baek2 ajadan ktamu ayu pelakor suami d rebut woyy skrg ayu suami fikir pke otak mkanya jgn kbanyakan micin jdi govlok
0,username hoy baris sakit hati jijikk fans billy bgt billy putus manusiaa buluk ituu tunggu lama2 akhiry putus kobil jg jijik ni orang v
0,username gak ngerasa cinlok babang anthony ketemu set boy alah ngaku ajaaa arti dumang cinlok sok2 bilang gak cinlok nama bodoh wajar netizen bilang ratu cinlok nyata marah resiko artis hahahhaa pinter2 cari alas hahahahaha
0,username noh urus tu kuin lu biar ga gatel nempel2 ama laki orng masyarakat udh tau japok gundik janda gateludh nyata begtu anak sholehah agama kuat mata kuliah agama cma dpt 1katanya agama kuat tpi hamil
0,username bilang tu kuin lu gesek grepe ama lakik orng ga malu udh hamil nikah kegatelan janda
0,username please lo bela pelakorini hukum muljem karna uda tega recut suami sahabat sendiridia jalan sanksi sosial valakor benci karna biar ga valakor indonesiabiar musnah sem
0,najis muakk jijik pelakor jijik
0,moga pelakor2 kena karma moga karma tinggal istri bwrjuang dg dr nol tp sukses selingkuh sok jd kuasa istri
0,sedih skrg ngamen kawin org mantan istri mahhhh pesawat jet bhay pelakor n botakbego
0,username heeehh lo pelakornya yaaaakkk ngapa lo emosi situuu kenal gw kalo berani pake akun asli pantes pake akun bodong ngerebut laki orang diem2 ceplos yak pake bodong ngakak gueeee lucu lo
0,wkwkwkwk udh gak laku jd nyanyi dhajatan lonte pelakor
0,username wakakak cerita kyk gituu ajar jgn sampe ni swamik swamik pelakor drpd istri hancuuurr bookk ga bohong deh kere kismin nyungsep ngatur rezeki tu tuha
0,cwenya bego cwonya pinter emg laki kaya macho plus kaya jago gombal maennya gesit ulala ngakakabis
0,username bodoh ngapain keluarga depok komen org gak arti hidup gak bahagia suka hujat orang hidup artis ayu pengaruh dasar benci ayuklo
0,username lihat lihat main prasangka kayak eluelu haters kayak dukundukun titis dajjal sok pinter otak kosong sorry ye bala nabi muhammad percaya klo udh ditunjukkin 4 saksi bukti klo
0,mata ku sepet baca koment fans ubul empang minggir woy bikin rusuh nih jaer amis jijik sumpahsoal enji sm cewek ttp bala jaer nyampah bikin ribut
0,enji hartis kah males jijik laki model gak tanggung jwbnya ayu bunting tinggalin anak gak akuin skrg anak udh nongol bilqis cantek eh sampek bini ngeposting olah enji kangen anak najonggg jijik betoll dah deh min gak bahas laki hartis gak panutan ambil username
0,username bego pede ngomong olah bilang bener bukti kaga liat pinter jatohnya bego
0,bilang enji ganteng bebas slingkuh bego ganteng pala lu bau menyan gada ganteng ganteng gaya kek mantan bini depok
0,sebenarnye cocok enji att gateeeel hahah pantesan tongtong temu dgn enji udh hukum alam klw jodoh cermin entong hrsnya bekaca dgn biar sadar tp teryata otak 1 m tetep tahan jd skrg mlh guatelnye kek enji hah
0,username oalaahhh pelakor laki jg kegatelan tp nama laki kucing ksh ikan jaer gratis kga nolak wkwkkwkw
0,laki2 sis suka pecun2 murah prempuan baik2 jilbab ato pintar enji2 downgrade dangdut kelas prempuan jilbab ehh pecun jelek selera
0,motorninja aj songong org mobil lamborgini aj wae
0,goblok nonton kaget
0,ga usa pake anjing babi kalo gw bls wkwk
0,oh kemaren harga karya orang enak bilang jelek aduh penganten perempuan kenyang yah ampe kembung perut pepuralugu
0,percaya gimik raffi gigi dn attsehingga att keluarga hujad dn anak nydi hujad kesini tonton bodohin publik tuju kasihan penghujad ga ayu ga pesbukers biar ngeluarkn album single artis hal nengri gimik yoo
0,kalo bener gimmick bodoh ayu rating n popularitas berani taruhin harga nilai buruk mata masyarakat
0,susah otak diemvang bikin rusuh lapak orang
0,najiiisss kayak dese ga ajaaa hahahahaha maling teriak maling ngaca buuuuuk
0,username iyak kaa hahahahah geli bgt gasih att ih kampung abis
0,joget bikin ngakakkk anjirrrr kampung username username
0,bagus la arti otak gak kayak lu malu maluin mak lu tong akun asli pake tu nama bego username
0,bego elu ngasih buruk anak pake mata lo emg dugem bawa anak bego jaman texas jamin jaman anak jga udh texas selagi ga ngerugiin lo yaudah sewot
0,wanita jahiliyah lesbi skrg udh py pacar lg kasi anak kmrn ksh bencana slnya tega misahin anak dr bapak ktakutan anak masuk islam pdhl bp g prnh nuntut anak peluk islam udh ksh nikmat anak 3 org msh begajulan
0,username gw kador artis beneran komen lo tolol sumpah kenal nilai artis hahaha org indo jg tuju kalo kador artis tp celebgram dr kampung lo tau beda artis dg selebgra
0,username hahahaaaa trs lo tolol pake kador bencong ngga blm kenal wkwkwkwkw eh org jg nilai kador bencong beneran dr gerak gerik melambay ngondek pake baju cewek nyaman cowok tu
0,username maklumin shaaay fans gatis keras otak bebel realita jg ga terima hal nagita artis uda dr jaman eh bilang numpang tenar rapi mamadpdhl jadiin mamad gede y ph n
0,usernamebee idih najong lu tag2 org nimbrung kek mujaer lo ga kenal klo ga bawa2 nama ayu ting ting sm nagita duh bego piara sian
0,langsung bilang maksud klu gin nama munafik
0,jedar emg muka 2 busuk mulut kek banci cucoklah 2 banci tu
0,amit amit deh orang jahat jilat bohong pelakor jijik
0,wkwkwkwk allah tuhan ku knp org2 munafik ni tp sok suci mulan jamela ayu ting2 ngikuti jejak a wkwkwk username
0,dlu pelakor sombong krn brhasil dapetin botak smpe mnceraikan bunda mayaskrg hdp ny mkin anjlok bunda maya sring jelong2 kluarnegri
0,hahhahaha allah swt laknat wanita rebut zina suami sah oranglain
0,wlina2706 hemmmm capekmiskin sist skrg blik kere lg jd artis jg g laku dah karma tu username dr sirik nyinyirin nyonya tuh bantuin jual cireng tuh cilok tuh untun libur monaco bromo trus
0,kepo sm nyonyiah lu jongos username emng tetehlu hamil peak udeh dinikahin brojol anak br sirih emng lonteeeee kelas akun jamahliur junjung hehe
0,eh jongos cba duluan sm lu emng nyonyiah gembar gembor nikah nyonyiah ngaku udeh nikah dr tetehlu lonte perek brojol ngaku nikah siri sm laki nyonyiah hamidun sapeak anak ilegal dibilng fitna keji haha lonte tolak lupa xixix username
0,username currr bunmai sdh nikah tp janda janda suami rampas mulan jameelamenjijikkan mulan jameela sblm rmh tangga bunmai hancur sdh berani bilang suami aduha udh wanita be
0,wlina2706 username lucu sist lonte bela2 mati2an guoblok pelihara bayar gt muljamban sampe bikin account username maia nikah blm nikah urus lihat nyinyir sirik
0,yaela muljem kyak stu bner gag inget udh ngrusak kbhagian klwrga org bego d prtahanin y gin
0,lakik doyan banci banci kawinin banci jijik
0,username comment lihat brp medsos bodoh bunyi sehat pakai hijab nyinyir
0,username malu tuh kerudung sayang ibadah sholat drpd nyinyirin org dandan udh sok suci mulut kaya sampah
0,username tolong baca arti dr comment kerdusbodoh lg bilangin org tua besok kalo masak pakai mecin jd kerdungab ga sesuai mulut besok makan salmon kalo g besok tak deliv rumah
0,maaf muka jelek attitude burukspesialis plagiatdan tau
0,orang otak ga sekolahin resiko upload sosmed dapet bincang netizen public figure ga otak
0,artis kampung wkwk
0,iyaaa pacar nikah gak norak eloo gak risih jgn aplod perhatiin followers lu lumayan tar bawa norak
0,y ampun pnyanyi dangdut tenar songong bangt bacot pngn nyari sensasi kmpungan bangt deh amit amit bool ko d instastory
0,waaaaoooosopan bahasami kelas heeeehh repot ama hidup lu siapahh elu live nampilin hal2 gak pentingyg nggilanikk menjijikkandiliat org pantes dikomenklo gak mw dikomen videoin pribadi nonton lu ama kluarga lu rmh nambah niy ertong gak pny attutude kampung
0,norak sihkayak ga malunyakl bilang serah diaya udahsimpan fotonyagak orang pamer kemanaresikolah nyinyir oranginsecure bangetkudu pamer2 biar orang ngerti kl mbak udh py pacar dipamer2 pantatnyakampung bgt
0,koq marah sehhhdasar wanita kampung
0,kampung artis numpang tenar gara2 muka katy perry
0,susah kalo artis kampung
0,ah min lama2 gak suka akun nih berita basi lo liat min kellen amora dateng pake jingkrak2 lo saring min biar berita gak blunder lo posting tu kd posting videon kellen ma amora joget2 ma arsya arsyi
0,username iyakm bening bening buluk mbak mbak nelen apasih komen kaya gin surup
0,keluarga ngefans kagum lihat username dehtapi lihat anak jelekbuluk usernamehermansyah username kutuk timpa bunda kd untung allah swt ganti amora adik nyagemezzzzzzz lihat cocok anak artis class bunda kd
0,dasar anak lebayurusan pribadi umbarbiar blow up hadehhgunanya whatsapp sms or telp apasuka aneh
0,coba liat bibir mu sayang pantat ayam wajah mu buluk kentut perfectoooo
0,gagal fokus dengar koq jengkel dengernya sorry cuman manusia kalo jengkel
0,muljem ngomong gak blepot gak nyadar idup enak pake rebut laki orang
0,lucu bikin kata2bawa2 tuhankalau dah pepet ga tau org rusak rumah tangga orgibarat roboh bangun masjid mbak nyabayangin besar dosa munasi dah jdi bubur moga bahagia dunia
0,iyah bener rubah pandang tuhan hadap utama elu setan mikirrrr suami majikan embat
0,giling mulan jalang lg kasih ceramah hahahaha dasar cireng gak tau gak ngaca cireng lg ceramah sok2 kyk pahlawan siang biar teman ama sekuter kyk selpii
0,pandang tuhan hadap lo jelek rebut suami orang tuh mulia mata tuhan
0,karna sejati setan wujud manusia karna kerja setan goda manusia
0,ngga username baca netizen nyesel ga bs nimpuk telor mulangw ketawa baca krn wakil ngapain buang2 wktu ketemu orang gak mutu dng mulanmsh untung nyempet2in bs nuli biar nyadar tuh pelakor ga harga mending ketemu org baik2 spt bunmaiketularan aura positif
0,editanx paraaaahhoplas aj laaah nyai drpd ngedit2 gn hahaa kn maluuu
0,jeleklecekbantet
0,gin tenar ampuuunmalu kalo anak yah kasi
0,heran gw mak username knp pake ma anv pesbur ny bederet skandal bertubi2 gk malu ny muka tembok gak faedah ny nonton acara manusia kardus
0,wey org goblok bedain vape shisha sm rokok lo ngerokok pake acara ga ngaku
0,jijik liatnyakaya ulet bulu kluget2 gituhihihiampe sgitunya kenal
0,jablay anjir muka murah bangetttt najisss
0,usernamealycia sist jijik gw liat sok suci ngatain orang kalo gw malu artis papan otak gak fikir kalo ngomong tau bngt gada wibawa kalo nyadar tau komentar manusia gada
1,sabar yaa insya allah buka pintu syurga halang api neraka orang tua
1,lagu mbak tata kisah nyata rumah tangga mbak tata mbak tata bener2 sayang get suami syukur moga awet
1,komen mbak ga sedih ketawa2 klo dah sakit sm pasang smpe berlarut2 ngapain sedih ampe depresi serahin sm allah ajabawa happy mski sakit senyum2 wajah tp hati tau senyum bs jd menetralisir kondisi hati lg puruk pepatah bilang klo bahagia jgn trllu bahagia klo sedih jgn trllu sedih imbang biar ga gila
1,suka pasang moga gigi raffi keluarga sakinnah mawaddah warrahmah moga pihak2 pisah jodoh maut pisah amiin
1,jemima anak angkat celine eleeya anak hubung celine dirly haru tau jemima anak panti asuh rawat wajar stefen pilih celine karna hati
1,lucu blg stefan menghabiskn muda wkwkumurnya gak muda muka baby face bersyukurbonus celinenya dlu mantan begimane umur ude pacran mcam laki bini hiks lepas tu deh susah ambil putus kaya stefan tipical cowo tnggung jwabnya
1,bawa2 keenan raisa bahagia ngedapetin suami super ngemong mature kaya hamish raisa dewasa banding wanita umur mikirin jd raisa hamish sama2 untung pasang suami istri ga tuh gagal move on so congratz raisa hamish moga nikah sakinah mawadah warahmah
1,raisa cantik yaaa artis ga tonjol kalo nikah tuh mewah cantik sederhana sempurna bgt
1,karna orang syudah cantik ga dandan heboh utk lihat cantik makeup simple mempesona bikin hamish klepek2
1,bagus cari ilmu suami orang berpendidikan
1,sukak cewe cantik kmauan blajarnya
1,yaampun artis bener bener good attitude layak panutan kuliah negri tp karna bakti suami pilih kuliah wilayah suami salut
1,semangat batman username va support karna manusia salah tolong bahas pliis karna 2
1,username y udh salam knl y mbk neng knl sm mbk sbagai manusia ingetiny sbagai manusia hrs tau jgn sombong digedein mentang2 dah jd artis hahay udh mbk cabut ja y dri komen d foto ni nnt jd korban dy sel
1,keren yaaa sederhana pancar sukak sm keluarga presiden
1,orang presiden embel gelar bangga
1,proud of you indonesia god bless indonesia
1,amazing bngt miss national costume kereenn bangga ama budaya indonesia
1,bangga
1,proud of you kak dea patut bangga
1,suka bgt sm pidatox dy pembawaanx bgtu elegan n brwibawah pntas mmg dy mdptkansalut
1,percaya kak nik orang jujur semangat kak nik hebat
1,usernamem jg ga benci nikmir salut ama ga muna artis maaf image dpan sok sok aniaya n jual air mata nikita real sygnya msyarakat cendrung lihat superfisial
1,cantik alami bedak tebel gaya tante2
1,cantik gagah mudah lancar dampe h
1,cantik dongpenampilannya dewasa sesuai muka cantik indonesiaclassy ayu ayu gimana
1,lcb cantikk lcb untung dapet duren duren beuntung dpt neng lcb sakina mawaddah warahmah amin
1,ganteng seragam ganteng panutan keluarga moga anak milik fisik elok mahluk allah ni
1,untung deh username dapet username gantengbaiksholehsayang keluargaini suami idam bangetsemoga keluarga samawa
1,smoga agus pimpin datangsalah pimpin sukses sukses dlm pimpin dlm rumah tangga
1,dearbpk username cra berpakain bpk cermin pribadi bpk sngt lembut tpi gagah moga bpk usernamekel dlm lindung allah swt salam hormat dri kagum bpk
1,sukses kak ayu moga senantiasa naung allah swt sehat amin
1,smg ikan sehat umur yah nek muda cantik mashaallahhh
1,terimakasih username keluarga pilih plataran darmawangsa acara keluarga besar staff plataran darmawangsa kesan tunggu keluarga sehat keluarga amin amin rabbi
1,salam dirgantara terima kasih dukung sebar awareness kait program pesawat r80 moga momen emas titik bangkit industri pesawat terbang indonesia jaya eyang habibie yuk langkah terbang pesawat r80 langsung klik link bio yaaa
1,semangat eyang habibie sehat dlm lindung allah ambisi kuat dlm laku hal kereeeennnnn moga bnyk penurus2 bangsa sprti eyang habibie
1,milik cucu2 rupa kebahagian tak nilai cucu sbg generasi bangsa
1,wahhh kerenn bagus nostalgia bersmaa keluarga
1,cantik gantengganteng sehat ani keluarga
1,barakallah cucu2 cantik ganteng moga anak sholeh sholeha bangga kelg
1,usernamecucu bikin hati gembirangangenikadang kangen ceria merekasalam kangen cucu2 cinta
1,lucu ganteng parah gede pinternya ga ketulungan salam hormat
1,terima kasih sby ani teman kontribusi indonesia 10 memimpinsemoga bahagia sehat selaluamin
1,caption ibudan baca captionnya langsung ajar bahasa inggris terima kasih personal tdk kenal anie tp betapa bangga anak cucu didik generasi bangsa mandiri unggul sehat moga cinta kasih keluarga engkau tebar
1,assalamualaikum hormat salam keluarga banda aceh bangga keluarga bahagia lihat sikap etika perilaku keluarga bijaksana agus suami bapak calon presiden bangga bapak salam hangat kenal keluarga darmanto rapi photo studio
1,senang liat n bpk sby nikmat tua brsama cucu cinta sehat trs memo n pepo allah swt lindung memo n pepo n kel kisss
1,semangat mebangun indonesia maju jokowi
1,artis kualitas wajah itulohhh kualitas bgt hihi cantik bangetsss top deh ga pake drama gimick idupnya hihi tajir tp sederhana
1,sptnya siyok lihat kejam dunia artis an mudah2an tetep sabar tetep karya dg
1,suka viaorg jujur kaga gimmick2an hidupnyahitam hitamputih putihkl ngomong blak2ankl ngga suka dy ngomong jd ga pura2gw sihapa ga munafiksprti ajar ortu gwjangan suka senyum kepalsuanga kaya artis onoh noh mulut lebar kya gorong2tukang ngibulmunfik bgt kl wartawan jg jawabnyaperilaku ama omong ga balance
1,go a head cuekin gaul dunia kerja masyarakat gaul ertong gatel bin sirik klo liat orang sukses anggep kuman gak bikin status kesenengan bahan ngetawain nggak
1,gagah abang borisq klo gk bc nmx bner2 gk ngeh klo it bang boris
1,weewww bangga ak liat bang username pake baju adat karo syip
1,bagus baju kanti happy weding
1,masyaallah bagus
1,gileee suaraaanyaa kereen parah sukak
1,keren dr nyanyi asli
1,kereeeeeeeeeeeeeeennn sampe merinding brrrrr
1,yatuhan suaranyaaaaaaa bagus bangetttttttt
1,keren super merdu coba audisi nyanyi bakat bs salur
1,bagus drpd artis modal tampang pdhl jelek mending nyanyi emg dasar nasib org yak gk tau moga sukses
1,dgrin sampe bulu kuduk saking bgusnya masyaallah apik bgt
1,subhanallah getar hati dengar
1,allah bagus cantik orang idam cowo
1,bagusss tampil sesuai anak sekolah natural sesuai usia
1,kerennnn bagus
1,cantik polos liat bakat moga tenar gek selebgram ga kaya2 novilda dek hilang beginijangan cepat tumbuh dewasa asah bakat allah bless you both
1,bagus ga kaya kenal rambut alus2in dlu muka makeup dl biar kamera keren hahaha kl bnr bnr liat lg lelah abis pulang sekolah
1,ulang sampet gak percaya klo asli bagus bgt
1,kidz zaman niw karya wajar umur sok gede
1,aduhh kerennnn enak nge jazz2 gimanaa gtu muka ntr klo udh tenar muka hahahahahaha skill dlu nomer 1 batu abege jaman now
1,kereeen nihenak bgt didengernyagak bosen puter ulang2daripada lipsing2 gajelas joget2 gtu
1,waduuhhhkereeen bangeeet dedek2 emeesh
